id,"name","path","url","type","thumbnail","extension","permissions",is_public,user_id,group_id,fileable_id,"fileable_type","created_at","updated_at"
3173,"Follow Up (Promo Navidad) Discount 1795x1193 Ext ES CA-1573209547.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Discount 1795x1193 Ext ES CA-1573209547.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Discount 1795x1193 Ext ES CA-1573209547_thumbnail.jpg","pdf","740",0,1,5,1691,"App\CampaignPoster","2019-11-08 11:39:07","2019-11-08 11:39:11"
3174,"Follow Up (Promo Navidad) Discount 1795x1193 Ext ES ES-1573209552.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Discount 1795x1193 Ext ES ES-1573209552.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Discount 1795x1193 Ext ES ES-1573209552_thumbnail.jpg","pdf","740",0,1,5,1692,"App\CampaignPoster","2019-11-08 11:39:12","2019-11-08 11:39:15"
3175,"Follow Up (Promo Navidad) Method 70x100 Office ES ES-1573209557.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 70x100 Office ES ES-1573209557.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 70x100 Office ES ES-1573209557_thumbnail.jpg","pdf","740",0,1,5,1693,"App\CampaignPoster","2019-11-08 11:39:17","2019-11-08 11:39:19"
3176,"Follow Up (Promo Navidad) Method 70x100 Ext ES ES-1573209559.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 70x100 Ext ES ES-1573209559.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 70x100 Ext ES ES-1573209559_thumbnail.jpg","pdf","740",0,1,5,1694,"App\CampaignPoster","2019-11-08 11:39:19","2019-11-08 11:39:21"
3177,"Follow Up (Promo Navidad) Method 100x100 Office ES ES-1573209563.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 100x100 Office ES ES-1573209563.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 100x100 Office ES ES-1573209563_thumbnail.jpg","pdf","740",0,1,5,1695,"App\CampaignPoster","2019-11-08 11:39:23","2019-11-08 11:39:24"
3178,"Follow Up (Promo Navidad) Method 120x100 Office ES ES-1573209565.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 120x100 Office ES ES-1573209565.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 120x100 Office ES ES-1573209565_thumbnail.jpg","pdf","740",0,1,5,1696,"App\CampaignPoster","2019-11-08 11:39:25","2019-11-08 11:39:28"
3179,"Follow Up (Promo Navidad) Method 120x100 Ext ES ES-1573209569.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 120x100 Ext ES ES-1573209569.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 120x100 Ext ES ES-1573209569_thumbnail.jpg","pdf","740",0,1,5,1697,"App\CampaignPoster","2019-11-08 11:39:29","2019-11-08 11:39:31"
3180,"Follow Up (Promo Navidad) Method 180x120 Office ES ES-1573209572.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 180x120 Office ES ES-1573209572.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 180x120 Office ES ES-1573209572_thumbnail.jpg","pdf","740",0,1,5,1698,"App\CampaignPoster","2019-11-08 11:39:32","2019-11-08 11:39:36"
3181,"Follow Up (Promo Navidad) Method 692x991 Ext ES ES-1573209577.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 692x991 Ext ES ES-1573209577.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 692x991 Ext ES ES-1573209577_thumbnail.jpg","pdf","740",0,1,5,1699,"App\CampaignPoster","2019-11-08 11:39:37","2019-11-08 11:39:39"
3182,"Follow Up (Promo Navidad) Method 1195x993 Ext ES ES-1573209580.pdf","campaigns/17/posters","campaigns/17/posters/Follow Up (Promo Navidad) Method 1195x993 Ext ES ES-1573209580.pdf","application/pdf","campaigns/17/posters/Follow Up (Promo Navidad) Method 1195x993 Ext ES ES-1573209580_thumbnail.jpg","pdf","740",0,1,5,1700,"App\CampaignPoster","2019-11-08 11:39:40","2019-11-08 11:39:42"
3200,"Lic. Cascales-facade-with-holders2019-11-18.jpg","facades/Alcantarilla (Mayor, 127 A)","facades/Alcantarilla (Mayor, 127 A)/Lic. Cascales-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,480,"App\ClinicPosterDistribution","2019-11-08 11:52:01","2019-11-08 11:52:01"
3201,"Mayor, 127 A-facade-with-holders2019-11-18.jpg","facades/Alcantarilla (Mayor, 127 A)","facades/Alcantarilla (Mayor, 127 A)/Mayor, 127 A-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,481,"App\ClinicPosterDistribution","2019-11-08 11:52:04","2019-11-08 11:52:04"
3206,"Lamera Ibilbidea 1-1566378054-facade-with-holders2019-11-18.jpg","facades/Bermeo (Lamera Ibilbidea 1)","facades/Bermeo (Lamera Ibilbidea 1)/Lamera Ibilbidea 1-1566378054-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,484,"App\ClinicPosterDistribution","2019-11-08 11:58:47","2019-11-08 11:58:47"
3208,"Lope Diaz de Haro Kalea-1566378474-facade-with-holders2019-11-18.jpg","facades/Bermeo (Lamera Ibilbidea 1)","facades/Bermeo (Lamera Ibilbidea 1)/Lope Diaz de Haro Kalea-1566378474-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,485,"App\ClinicPosterDistribution","2019-11-08 11:58:50","2019-11-08 11:58:50"
3213,"Vía Complutense, 32-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcala de Henares (de Atilano Casado, 3)/campaigns","facades/Alcala de Henares (de Atilano Casado, 3)/campaigns/Vía Complutense, 32-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,419,"App\ClinicPosterDistributionFacade","2019-11-08 12:02:41","2019-11-08 12:02:41"
3214,"de Atilano Casado, 3-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcala de Henares (de Atilano Casado, 3)/campaigns","facades/Alcala de Henares (de Atilano Casado, 3)/campaigns/de Atilano Casado, 3-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,420,"App\ClinicPosterDistributionFacade","2019-11-08 12:02:45","2019-11-08 12:02:45"
3215,"Alcala de Henares (de Atilano Casado, 3)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alcala de Henares (de Atilano Casado, 3)/facadesByCampaign//","clinics/Alcala de Henares (de Atilano Casado, 3)/facadesByCampaign///Alcala de Henares (de Atilano Casado, 3)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,239,"App\ClinicCampaignFacade","2019-11-08 12:02:45","2019-11-08 12:02:45"
3216,"Lic. Cascales-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcantarilla (Mayor, 127 A)/campaigns","facades/Alcantarilla (Mayor, 127 A)/campaigns/Lic. Cascales-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,421,"App\ClinicPosterDistributionFacade","2019-11-08 12:02:50","2019-11-08 12:02:50"
3217,"Mayor, 127 A-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcantarilla (Mayor, 127 A)/campaigns","facades/Alcantarilla (Mayor, 127 A)/campaigns/Mayor, 127 A-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,422,"App\ClinicPosterDistributionFacade","2019-11-08 12:02:53","2019-11-08 12:02:53"
3218,"Alcantarilla (Mayor, 127 A)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alcantarilla (Mayor, 127 A)/facadesByCampaign//","clinics/Alcantarilla (Mayor, 127 A)/facadesByCampaign///Alcantarilla (Mayor, 127 A)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,240,"App\ClinicCampaignFacade","2019-11-08 12:02:53","2019-11-08 12:02:53"
3219,"Constitución, 37-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcobendas (Constitucion, 37)/campaigns","facades/Alcobendas (Constitucion, 37)/campaigns/Constitución, 37-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,423,"App\ClinicPosterDistributionFacade","2019-11-08 12:02:57","2019-11-08 12:02:57"
3220,"Orense-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcobendas (Constitucion, 37)/campaigns","facades/Alcobendas (Constitucion, 37)/campaigns/Orense-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,424,"App\ClinicPosterDistributionFacade","2019-11-08 12:02:59","2019-11-08 12:02:59"
3221,"Alcobendas (Constitucion, 37)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alcobendas (Constitucion, 37)/facadesByCampaign//","clinics/Alcobendas (Constitucion, 37)/facadesByCampaign///Alcobendas (Constitucion, 37)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,241,"App\ClinicCampaignFacade","2019-11-08 12:02:59","2019-11-08 12:03:00"
3222,"Constitución, 69-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcobendas (Pablo Picasso, 76)/campaigns","facades/Alcobendas (Pablo Picasso, 76)/campaigns/Constitución, 69-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,425,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:04","2019-11-08 12:03:04"
3223,"Pablo Picasso, 76-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcobendas (Pablo Picasso, 76)/campaigns","facades/Alcobendas (Pablo Picasso, 76)/campaigns/Pablo Picasso, 76-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,426,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:07","2019-11-08 12:03:07"
3224,"Alcobendas (Pablo Picasso, 76)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alcobendas (Pablo Picasso, 76)/facadesByCampaign//","clinics/Alcobendas (Pablo Picasso, 76)/facadesByCampaign///Alcobendas (Pablo Picasso, 76)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,242,"App\ClinicCampaignFacade","2019-11-08 12:03:07","2019-11-08 12:03:07"
3225,"Sant Isidre-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcoi (Alameda, 13)/campaigns","facades/Alcoi (Alameda, 13)/campaigns/Sant Isidre-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,427,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:11","2019-11-08 12:03:11"
3226,"Alameda, 13-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcoi (Alameda, 13)/campaigns","facades/Alcoi (Alameda, 13)/campaigns/Alameda, 13-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,428,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:14","2019-11-08 12:03:14"
3227,"Alcoi (Alameda, 13)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alcoi (Alameda, 13)/facadesByCampaign//","clinics/Alcoi (Alameda, 13)/facadesByCampaign///Alcoi (Alameda, 13)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,243,"App\ClinicCampaignFacade","2019-11-08 12:03:14","2019-11-08 12:03:14"
3228,"Mayor, 10-1566385293-facade-with-holders2019-11-18.jpg","facades/Alcorcon (Mayor, 10)","facades/Alcorcon (Mayor, 10)/Mayor, 10-1566385293-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,463,"App\ClinicPosterDistribution","2019-11-08 12:03:16","2019-11-08 12:03:16"
3229,"Mayor, 10-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcorcon (Mayor, 10)/campaigns","facades/Alcorcon (Mayor, 10)/campaigns/Mayor, 10-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,429,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:19","2019-11-08 12:03:19"
3230,"Aragón-1566385294-facade-with-holders2019-11-18.jpg","facades/Alcorcon (Mayor, 10)","facades/Alcorcon (Mayor, 10)/Aragón-1566385294-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,464,"App\ClinicPosterDistribution","2019-11-08 12:03:19","2019-11-08 12:03:19"
3231,"Aragón-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alcorcon (Mayor, 10)/campaigns","facades/Alcorcon (Mayor, 10)/campaigns/Aragón-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,430,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:20","2019-11-08 12:03:20"
3232,"Alcorcon (Mayor, 10)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alcorcon (Mayor, 10)/facadesByCampaign//","clinics/Alcorcon (Mayor, 10)/facadesByCampaign///Alcorcon (Mayor, 10)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,244,"App\ClinicCampaignFacade","2019-11-08 12:03:21","2019-11-08 12:03:21"
3233,"Regino Martínez, 2-1563358754-facade-with-holders2019-11-18.jpg","facades/Algeciras (Regino Martinez, 2)","facades/Algeciras (Regino Martinez, 2)/Regino Martínez, 2-1563358754-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,468,"App\ClinicPosterDistribution","2019-11-08 12:03:23","2019-11-08 12:03:23"
3234,"Regino Martínez, 2-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Algeciras (Regino Martinez, 2)/campaigns","facades/Algeciras (Regino Martinez, 2)/campaigns/Regino Martínez, 2-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,431,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:25","2019-11-08 12:03:25"
3235,"Blas Infante-1563358754-facade-with-holders2019-11-18.jpg","facades/Algeciras (Regino Martinez, 2)","facades/Algeciras (Regino Martinez, 2)/Blas Infante-1563358754-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,469,"App\ClinicPosterDistribution","2019-11-08 12:03:25","2019-11-08 12:03:25"
3236,"Blas Infante-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Algeciras (Regino Martinez, 2)/campaigns","facades/Algeciras (Regino Martinez, 2)/campaigns/Blas Infante-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,432,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:28","2019-11-08 12:03:28"
3237,"Algeciras (Regino Martinez, 2)-Follow Up (Promo Navidad)-posters.pdf","clinics/Algeciras (Regino Martinez, 2)/facadesByCampaign//","clinics/Algeciras (Regino Martinez, 2)/facadesByCampaign///Algeciras (Regino Martinez, 2)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,245,"App\ClinicCampaignFacade","2019-11-08 12:03:28","2019-11-08 12:03:28"
3238,"Maisonnave, 27-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Alicante (Maisonnave, 27)/campaigns","facades/Alicante (Maisonnave, 27)/campaigns/Maisonnave, 27-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,433,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:33","2019-11-08 12:03:33"
3239,"Alicante (Maisonnave, 27)-Follow Up (Promo Navidad)-posters.pdf","clinics/Alicante (Maisonnave, 27)/facadesByCampaign//","clinics/Alicante (Maisonnave, 27)/facadesByCampaign///Alicante (Maisonnave, 27)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,246,"App\ClinicCampaignFacade","2019-11-08 12:03:33","2019-11-08 12:03:33"
3240,"Méndez Núñez-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Almeria (de Almeria, 41)/campaigns","facades/Almeria (de Almeria, 41)/campaigns/Méndez Núñez-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,434,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:37","2019-11-08 12:03:37"
3241,"de Almería, 41-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Almeria (de Almeria, 41)/campaigns","facades/Almeria (de Almeria, 41)/campaigns/de Almería, 41-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,435,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:39","2019-11-08 12:03:39"
3242,"Almeria (de Almeria, 41)-Follow Up (Promo Navidad)-posters.pdf","clinics/Almeria (de Almeria, 41)/facadesByCampaign//","clinics/Almeria (de Almeria, 41)/facadesByCampaign///Almeria (de Almeria, 41)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,247,"App\ClinicCampaignFacade","2019-11-08 12:03:40","2019-11-08 12:03:40"
3243,"Ollerías, 23-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Andujar (Ollerias, 23)/campaigns","facades/Andujar (Ollerias, 23)/campaigns/Ollerías, 23-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,436,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:45","2019-11-08 12:03:45"
3244,"Constitución-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Andujar (Ollerias, 23)/campaigns","facades/Andujar (Ollerias, 23)/campaigns/Constitución-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,437,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:47","2019-11-08 12:03:47"
3245,"Andujar (Ollerias, 23)-Follow Up (Promo Navidad)-posters.pdf","clinics/Andujar (Ollerias, 23)/facadesByCampaign//","clinics/Andujar (Ollerias, 23)/facadesByCampaign///Andujar (Ollerias, 23)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,248,"App\ClinicCampaignFacade","2019-11-08 12:03:47","2019-11-08 12:03:47"
3246,"Santa Clara-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Antequera (Duranes, 23)/campaigns","facades/Antequera (Duranes, 23)/campaigns/Santa Clara-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,438,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:52","2019-11-08 12:03:52"
3247,"Duranes, 23-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Antequera (Duranes, 23)/campaigns","facades/Antequera (Duranes, 23)/campaigns/Duranes, 23-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,439,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:53","2019-11-08 12:03:53"
3248,"Antequera (Duranes, 23)-Follow Up (Promo Navidad)-posters.pdf","clinics/Antequera (Duranes, 23)/facadesByCampaign//","clinics/Antequera (Duranes, 23)/facadesByCampaign///Antequera (Duranes, 23)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,249,"App\ClinicCampaignFacade","2019-11-08 12:03:54","2019-11-08 12:03:54"
3249,"Almibar-1563463641-facade-with-holders2019-11-18.jpg","facades/Aranjuez (de San Antonio, 59)","facades/Aranjuez (de San Antonio, 59)/Almibar-1563463641-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,461,"App\ClinicPosterDistribution","2019-11-08 12:03:56","2019-11-08 12:03:56"
3250,"Almibar-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Aranjuez (de San Antonio, 59)/campaigns","facades/Aranjuez (de San Antonio, 59)/campaigns/Almibar-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,440,"App\ClinicPosterDistributionFacade","2019-11-08 12:03:58","2019-11-08 12:03:58"
3251,"de San Antonio, 59-1563463641-facade-with-holders2019-11-18.jpg","facades/Aranjuez (de San Antonio, 59)","facades/Aranjuez (de San Antonio, 59)/de San Antonio, 59-1563463641-facade-with-holders2019-11-18.jpg","image/jpeg",,"jpg","740",1,1,1,462,"App\ClinicPosterDistribution","2019-11-08 12:03:58","2019-11-08 12:03:58"
3252,"de San Antonio, 59-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Aranjuez (de San Antonio, 59)/campaigns","facades/Aranjuez (de San Antonio, 59)/campaigns/de San Antonio, 59-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,441,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:00","2019-11-08 12:04:00"
3253,"Aranjuez (de San Antonio, 59)-Follow Up (Promo Navidad)-posters.pdf","clinics/Aranjuez (de San Antonio, 59)/facadesByCampaign//","clinics/Aranjuez (de San Antonio, 59)/facadesByCampaign///Aranjuez (de San Antonio, 59)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,250,"App\ClinicCampaignFacade","2019-11-08 12:04:01","2019-11-08 12:04:01"
3254,"Villanueva-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Badajoz (Manuel Saavedra Palmeiro, 12)/campaigns","facades/Badajoz (Manuel Saavedra Palmeiro, 12)/campaigns/Villanueva-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,442,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:05","2019-11-08 12:04:05"
3255,"Manuel Saavedra Palmeiro, 12-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Badajoz (Manuel Saavedra Palmeiro, 12)/campaigns","facades/Badajoz (Manuel Saavedra Palmeiro, 12)/campaigns/Manuel Saavedra Palmeiro, 12-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,443,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:08","2019-11-08 12:04:08"
3256,"Badajoz (Manuel Saavedra Palmeiro, 12)-Follow Up (Promo Navidad)-posters.pdf","clinics/Badajoz (Manuel Saavedra Palmeiro, 12)/facadesByCampaign//","clinics/Badajoz (Manuel Saavedra Palmeiro, 12)/facadesByCampaign///Badajoz (Manuel Saavedra Palmeiro, 12)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,251,"App\ClinicCampaignFacade","2019-11-08 12:04:08","2019-11-08 12:04:08"
3257,"del Canonge Baranera-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Badalona (del Mar, 67)/campaigns","facades/Badalona (del Mar, 67)/campaigns/del Canonge Baranera-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,444,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:12","2019-11-08 12:04:12"
3258,"Badalona (del Mar, 67)-Follow Up (Promo Navidad)-posters.pdf","clinics/Badalona (del Mar, 67)/facadesByCampaign//","clinics/Badalona (del Mar, 67)/facadesByCampaign///Badalona (del Mar, 67)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,252,"App\ClinicCampaignFacade","2019-11-08 12:04:13","2019-11-08 12:04:13"
3259,"de la Conca de Tremp-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (del Llobregos, 161)/campaigns","facades/Barcelona (del Llobregos, 161)/campaigns/de la Conca de Tremp-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,445,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:16","2019-11-08 12:04:16"
3260,"Barcelona (del Llobregos, 161)-Follow Up (Promo Navidad)-posters.pdf","clinics/Barcelona (del Llobregos, 161)/facadesByCampaign//","clinics/Barcelona (del Llobregos, 161)/facadesByCampaign///Barcelona (del Llobregos, 161)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,253,"App\ClinicCampaignFacade","2019-11-08 12:04:16","2019-11-08 12:04:17"
3261,"del Prat-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (Gran de Gracia, 135)/campaigns","facades/Barcelona (Gran de Gracia, 135)/campaigns/del Prat-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,446,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:20","2019-11-08 12:04:20"
3262,"Gran de Gràcia, 135-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (Gran de Gracia, 135)/campaigns","facades/Barcelona (Gran de Gracia, 135)/campaigns/Gran de Gràcia, 135-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,447,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:22","2019-11-08 12:04:22"
3263,"Barcelona (Gran de Gracia, 135)-Follow Up (Promo Navidad)-posters.pdf","clinics/Barcelona (Gran de Gracia, 135)/facadesByCampaign//","clinics/Barcelona (Gran de Gracia, 135)/facadesByCampaign///Barcelona (Gran de Gracia, 135)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,254,"App\ClinicCampaignFacade","2019-11-08 12:04:23","2019-11-08 12:04:23"
3264,"Vèlia-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (Fabra i Puig, 129)/campaigns","facades/Barcelona (Fabra i Puig, 129)/campaigns/Vèlia-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,448,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:27","2019-11-08 12:04:27"
3265,"Barcelona (Fabra i Puig, 129)-Follow Up (Promo Navidad)-posters.pdf","clinics/Barcelona (Fabra i Puig, 129)/facadesByCampaign//","clinics/Barcelona (Fabra i Puig, 129)/facadesByCampaign///Barcelona (Fabra i Puig, 129)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,255,"App\ClinicCampaignFacade","2019-11-08 12:04:27","2019-11-08 12:04:27"
3266,"Pallars-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (del Poblenou, 104)/campaigns","facades/Barcelona (del Poblenou, 104)/campaigns/Pallars-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,449,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:30","2019-11-08 12:04:30"
3267,"del Poblenou, 104-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (del Poblenou, 104)/campaigns","facades/Barcelona (del Poblenou, 104)/campaigns/del Poblenou, 104-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,450,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:32","2019-11-08 12:04:32"
3268,"Barcelona (del Poblenou, 104)-Follow Up (Promo Navidad)-posters.pdf","clinics/Barcelona (del Poblenou, 104)/facadesByCampaign//","clinics/Barcelona (del Poblenou, 104)/facadesByCampaign///Barcelona (del Poblenou, 104)-Follow Up (Promo Navidad)-posters.pdf","application/pdf",,"pdf","740",0,1,1,256,"App\ClinicCampaignFacade","2019-11-08 12:04:32","2019-11-08 12:04:32"
3269,"Villarroel-Follow Up (Promo Navidad)-facade-complete.pdf","facades/Barcelona (Rda. Sant Antoni, 17)/campaigns","facades/Barcelona (Rda. Sant Antoni, 17)/campaigns/Villarroel-Follow Up (Promo Navidad)-facade-complete.pdf","application/pdf",,"pdf","740",1,1,1,451,"App\ClinicPosterDistributionFacade","2019-11-08 12:04:35","2019-11-08 12:04:35"
