id,"city","district","nickname","postal_code","email_ext",cost_center_id,parent_id,county_id,language_id,"sanitary_code",clinic_manager_id,area_manager_id,clinic_cloud_id,"oracle_id",closed,"starts_at","ends_at","created_at","updated_at","deleted_at"
224,"Madrid","Tetuán","Madrid (Bravo Murillo, 298)","28020","madridtetuan",NULL,NULL,28,149,NULL,NULL,NULL,310,"310 Madrid - Tetuán",0,"2019-04-03",NULL,"2019-03-05 11:24:05","2019-10-10 10:36:48",NULL
225,"Igualada",NULL,"Igualada (de Sant Isidre, 19)","8700","igualada",NULL,NULL,8,26,NULL,NULL,NULL,323,"323 Igualada",0,"2019-04-25",NULL,"2019-03-29 11:41:44","2019-10-10 10:35:32",NULL
226,"Vila-real",NULL,"Vila-real (Carrer Major Sant Jaume, 48)","12540","villarreal",NULL,NULL,12,149,"21397",NULL,NULL,327,"327 Villarreal",0,"2019-05-27",NULL,"2019-06-11 16:00:19","2019-10-10 10:38:31",NULL
227,"Sant Feliu de Llobregat",NULL,"Sant Feliu de Llobregat (Bertrand, 2)","8980","santfeliu",NULL,NULL,8,149,NULL,NULL,NULL,330,"330 Sant Feliú de Llobregat",0,"2019-06-24",NULL,"2019-06-11 16:02:42","2019-10-10 10:38:03",NULL
228,"Almendralejo",NULL,"Almendralejo (de la Constitucion, 1)","6200","almendralejo",NULL,NULL,6,149,NULL,NULL,NULL,332,"332 Almendralejo",0,"2019-07-31",NULL,"2019-07-02 14:36:32","2019-10-10 10:33:34",NULL
229,"Blanes",NULL,"Blanes (de Dintre, 13)","17300","blanes",NULL,NULL,17,149,NULL,NULL,NULL,302,"302 Blanes",0,"2019-08-19",NULL,"2019-07-12 13:16:06","2019-10-10 10:34:23",NULL
230,"Écija",NULL,"Ecija (Miguel de Cervantes, 10)","41400","ecija",NULL,NULL,41,149,"53270.",NULL,NULL,315,"315 Écija",0,"2019-08-23",NULL,"2019-07-12 13:17:46","2019-10-21 10:19:05",NULL
231,"Alcalá de Guadaíra",NULL,"Alcala de Guadaira (Mairena, 37)","41500","alcalaguadaira",NULL,NULL,41,149,NULL,NULL,NULL,316,"316 Alcalá de Guadaira",0,"2019-08-28",NULL,"2019-07-12 13:19:14","2019-10-10 10:33:21",NULL
232,"Aranda de Duero",NULL,"Aranda de Duero (Isilla, 22)","9400","arandaduero",NULL,NULL,9,149,"09-C251-0215",NULL,NULL,325,"325 Aranda de Duero",0,"2019-08-31",NULL,"2019-07-12 13:20:36","2019-10-10 10:38:43",NULL
233,"Pinto",NULL,"Pinto (de Dolores Soria, 1)","28320","pinto",NULL,NULL,28,149,"CS16287.",NULL,NULL,321,"321 Pinto",0,"2019-09-14",NULL,"2019-08-21 14:32:33","2019-11-07 11:43:07",NULL
234,"Alzira",NULL,"Alzira (Major, 13)","46600","alzira",NULL,NULL,46,149,"21631.",NULL,NULL,276,"276 Alzira",0,"2019-09-19",NULL,"2019-08-21 14:35:12","2019-11-12 17:50:33",NULL
235,"Mieres",NULL,"Mieres (Doce de Octubre, 22)","33600","mieres",NULL,NULL,33,149,"C.2.5.1. 6235.",NULL,NULL,319,"319 Mieres",0,"2019-09-13",NULL,"2019-08-21 14:36:52","2019-10-17 10:35:28",NULL
236,"Melilla",NULL,"Melilla (Juan Carlos I, Rey, 15)","52001","melilla",NULL,NULL,52,149,NULL,NULL,NULL,291,"291 Melilla",0,"2019-12-18",NULL,"2019-10-23 09:43:09","2019-10-25 10:32:16",NULL
237,"Ávila",NULL,"Avila (de los Hornos Caleros, 2)","05001","avila",NULL,NULL,5,149,NULL,NULL,NULL,294,"294 Ávila",0,"2019-12-31",NULL,"2019-10-23 09:46:08","2019-10-25 10:32:01",NULL
