id,clinic_id,stationary_id,"file","link","thumbnail","created_at","updated_at"
392,98,4,"Sobre Bolsa 324x229 Madjridj (Alcala, 386).pdf","stationary/España/clinics/Madjridj (Alcala, 386)/Sobre Bolsa 324x229 Madjridj (Alcala, 386).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Alcala, 386).jpg","2019-09-24 11:55:49","2019-09-25 11:55:49"
393,99,1,"Hoja A4 Madjridj (Aracne s.n.).pdf","stationary/España/clinics/Madjridj (Aracne s.n.)/Hoja A4 Madjridj (Aracne s.n.).pdf","/storage/Hoja A4 Madjridj (Aracne s.n.).jpg","2019-09-25 11:55:49","2019-09-26 11:55:49"
394,99,2,"Recetario Madjridj (Aracne s.n.).pdf","stationary/España/clinics/Madjridj (Aracne s.n.)/Recetario Madjridj (Aracne s.n.).pdf","/storage/Recetario Madjridj (Aracne s.n.).jpg","2019-09-26 11:55:49","2019-09-27 11:55:49"
395,99,3,"Sobre Americano 225x115 Madjridj (Aracne s.n.).pdf","stationary/España/clinics/Madjridj (Aracne s.n.)/Sobre Americano 225x115 Madjridj (Aracne s.n.).pdf","/storage/Sobre Americano 225x115 Madjridj (Aracne s.n.).jpg","2019-09-27 11:55:49","2019-09-28 11:55:49"
396,99,4,"Sobre Bolsa 324x229 Madjridj (Aracne s.n.).pdf","stationary/España/clinics/Madjridj (Aracne s.n.)/Sobre Bolsa 324x229 Madjridj (Aracne s.n.).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Aracne s.n.).jpg","2019-09-28 11:55:49","2019-09-29 11:55:49"
397,100,1,"Hoja A4 Madjridj (Av. dje la Albufera, 105).pdf","stationary/España/clinics/Madjridj (Av. dje la Albufera, 105)/Hoja A4 Madjridj (Av. dje la Albufera, 105).pdf","/storage/Hoja A4 Madjridj (Av. dje la Albufera, 105).jpg","2019-09-29 11:55:49","2019-09-30 11:55:49"
398,100,2,"Recetario Madjridj (Av. dje la Albufera, 105).pdf","stationary/España/clinics/Madjridj (Av. dje la Albufera, 105)/Recetario Madjridj (Av. dje la Albufera, 105).pdf","/storage/Recetario Madjridj (Av. dje la Albufera, 105).jpg","2019-09-30 11:55:49","2019-10-01 11:55:49"
399,100,3,"Sobre Americano 225x115 Madjridj (Av. dje la Albufera, 105).pdf","stationary/España/clinics/Madjridj (Av. dje la Albufera, 105)/Sobre Americano 225x115 Madjridj (Av. dje la Albufera, 105).pdf","/storage/Sobre Americano 225x115 Madjridj (Av. dje la Albufera, 105).jpg","2019-10-01 11:55:49","2019-10-02 11:55:49"
400,100,4,"Sobre Bolsa 324x229 Madjridj (Av. dje la Albufera, 105).pdf","stationary/España/clinics/Madjridj (Av. dje la Albufera, 105)/Sobre Bolsa 324x229 Madjridj (Av. dje la Albufera, 105).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Av. dje la Albufera, 105).jpg","2019-10-02 11:55:49","2019-10-03 11:55:49"
401,101,1,"Hoja A4 Madjridj (Av. dje Logrono, 112).pdf","stationary/España/clinics/Madjridj (Av. dje Logrono, 112)/Hoja A4 Madjridj (Av. dje Logrono, 112).pdf","/storage/Hoja A4 Madjridj (Av. dje Logrono, 112).jpg","2019-10-03 11:55:49","2019-10-04 11:55:49"
402,101,2,"Recetario Madjridj (Av. dje Logrono, 112).pdf","stationary/España/clinics/Madjridj (Av. dje Logrono, 112)/Recetario Madjridj (Av. dje Logrono, 112).pdf","/storage/Recetario Madjridj (Av. dje Logrono, 112).jpg","2019-10-04 11:55:49","2019-10-05 11:55:49"
403,101,3,"Sobre Americano 225x115 Madjridj (Av. dje Logrono, 112).pdf","stationary/España/clinics/Madjridj (Av. dje Logrono, 112)/Sobre Americano 225x115 Madjridj (Av. dje Logrono, 112).pdf","/storage/Sobre Americano 225x115 Madjridj (Av. dje Logrono, 112).jpg","2019-10-05 11:55:49","2019-10-06 11:55:49"
404,101,4,"Sobre Bolsa 324x229 Madjridj (Av. dje Logrono, 112).pdf","stationary/España/clinics/Madjridj (Av. dje Logrono, 112)/Sobre Bolsa 324x229 Madjridj (Av. dje Logrono, 112).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Av. dje Logrono, 112).jpg","2019-10-06 11:55:49","2019-10-07 11:55:49"
405,102,1,"Hoja A4 Madjridj (Av. dje Niza, 57).pdf","stationary/España/clinics/Madjridj (Av. dje Niza, 57)/Hoja A4 Madjridj (Av. dje Niza, 57).pdf","/storage/Hoja A4 Madjridj (Av. dje Niza, 57).jpg","2019-10-07 11:55:49","2019-10-08 11:55:49"
406,102,2,"Recetario Madjridj (Av. dje Niza, 57).pdf","stationary/España/clinics/Madjridj (Av. dje Niza, 57)/Recetario Madjridj (Av. dje Niza, 57).pdf","/storage/Recetario Madjridj (Av. dje Niza, 57).jpg","2019-10-08 11:55:49","2019-10-09 11:55:49"
407,102,3,"Sobre Americano 225x115 Madjridj (Av. dje Niza, 57).pdf","stationary/España/clinics/Madjridj (Av. dje Niza, 57)/Sobre Americano 225x115 Madjridj (Av. dje Niza, 57).pdf","/storage/Sobre Americano 225x115 Madjridj (Av. dje Niza, 57).jpg","2019-10-09 11:55:49","2019-10-10 11:55:49"
408,102,4,"Sobre Bolsa 324x229 Madjridj (Av. dje Niza, 57).pdf","stationary/España/clinics/Madjridj (Av. dje Niza, 57)/Sobre Bolsa 324x229 Madjridj (Av. dje Niza, 57).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Av. dje Niza, 57).jpg","2019-10-10 11:55:49","2019-10-11 11:55:49"
409,103,1,"Hoja A4 Madjridj (Av. Moratalaz, 127).pdf","stationary/España/clinics/Madjridj (Av. Moratalaz, 127)/Hoja A4 Madjridj (Av. Moratalaz, 127).pdf","/storage/Hoja A4 Madjridj (Av. Moratalaz, 127).jpg","2019-10-11 11:55:49","2019-10-12 11:55:49"
410,103,2,"Recetario Madjridj (Av. Moratalaz, 127).pdf","stationary/España/clinics/Madjridj (Av. Moratalaz, 127)/Recetario Madjridj (Av. Moratalaz, 127).pdf","/storage/Recetario Madjridj (Av. Moratalaz, 127).jpg","2019-10-12 11:55:49","2019-10-13 11:55:49"
411,103,3,"Sobre Americano 225x115 Madjridj (Av. Moratalaz, 127).pdf","stationary/España/clinics/Madjridj (Av. Moratalaz, 127)/Sobre Americano 225x115 Madjridj (Av. Moratalaz, 127).pdf","/storage/Sobre Americano 225x115 Madjridj (Av. Moratalaz, 127).jpg","2019-10-13 11:55:49","2019-10-14 11:55:49"
412,103,4,"Sobre Bolsa 324x229 Madjridj (Av. Moratalaz, 127).pdf","stationary/España/clinics/Madjridj (Av. Moratalaz, 127)/Sobre Bolsa 324x229 Madjridj (Av. Moratalaz, 127).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Av. Moratalaz, 127).jpg","2019-10-14 11:55:49","2019-10-15 11:55:49"
413,104,1,"Hoja A4 Madjridj (Bravo Murillo, 121).pdf","stationary/España/clinics/Madjridj (Bravo Murillo, 121)/Hoja A4 Madjridj (Bravo Murillo, 121).pdf","/storage/Hoja A4 Madjridj (Bravo Murillo, 121).jpg","2019-10-15 11:55:49","2019-10-16 11:55:49"
414,104,2,"Recetario Madjridj (Bravo Murillo, 121).pdf","stationary/España/clinics/Madjridj (Bravo Murillo, 121)/Recetario Madjridj (Bravo Murillo, 121).pdf","/storage/Recetario Madjridj (Bravo Murillo, 121).jpg","2019-10-16 11:55:49","2019-10-17 11:55:49"
415,104,3,"Sobre Americano 225x115 Madjridj (Bravo Murillo, 121).pdf","stationary/España/clinics/Madjridj (Bravo Murillo, 121)/Sobre Americano 225x115 Madjridj (Bravo Murillo, 121).pdf","/storage/Sobre Americano 225x115 Madjridj (Bravo Murillo, 121).jpg","2019-10-17 11:55:49","2019-10-18 11:55:49"
416,104,4,"Sobre Bolsa 324x229 Madjridj (Bravo Murillo, 121).pdf","stationary/España/clinics/Madjridj (Bravo Murillo, 121)/Sobre Bolsa 324x229 Madjridj (Bravo Murillo, 121).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Bravo Murillo, 121).jpg","2019-10-18 11:55:49","2019-10-19 11:55:49"
417,105,1,"Hoja A4 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","stationary/España/clinics/Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36)/Hoja A4 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","/storage/Hoja A4 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).jpg","2019-10-19 11:55:49","2019-10-20 11:55:49"
418,105,2,"Recetario Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","stationary/España/clinics/Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36)/Recetario Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","/storage/Recetario Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).jpg","2019-10-20 11:55:49","2019-10-21 11:55:49"
419,105,3,"Sobre Americano 225x115 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","stationary/España/clinics/Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36)/Sobre Americano 225x115 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","/storage/Sobre Americano 225x115 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).jpg","2019-10-21 11:55:49","2019-10-22 11:55:49"
420,105,4,"Sobre Bolsa 324x229 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","stationary/España/clinics/Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36)/Sobre Bolsa 324x229 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).pdf","/storage/Sobre Bolsa 324x229 Madjridj (CC La Vaguadja - Av. Monforte dje Lemos, 36).jpg","2019-10-22 11:55:49","2019-10-23 11:55:49"
421,106,1,"Hoja A4 Madjridj (dje Arapiles, 1).pdf","stationary/España/clinics/Madjridj (dje Arapiles, 1)/Hoja A4 Madjridj (dje Arapiles, 1).pdf","/storage/Hoja A4 Madjridj (dje Arapiles, 1).jpg","2019-10-23 11:55:49","2019-10-24 11:55:49"
422,106,2,"Recetario Madjridj (dje Arapiles, 1).pdf","stationary/España/clinics/Madjridj (dje Arapiles, 1)/Recetario Madjridj (dje Arapiles, 1).pdf","/storage/Recetario Madjridj (dje Arapiles, 1).jpg","2019-10-24 11:55:49","2019-10-25 11:55:49"
423,106,3,"Sobre Americano 225x115 Madjridj (dje Arapiles, 1).pdf","stationary/España/clinics/Madjridj (dje Arapiles, 1)/Sobre Americano 225x115 Madjridj (dje Arapiles, 1).pdf","/storage/Sobre Americano 225x115 Madjridj (dje Arapiles, 1).jpg","2019-10-25 11:55:49","2019-10-26 11:55:49"
424,106,4,"Sobre Bolsa 324x229 Madjridj (dje Arapiles, 1).pdf","stationary/España/clinics/Madjridj (dje Arapiles, 1)/Sobre Bolsa 324x229 Madjridj (dje Arapiles, 1).pdf","/storage/Sobre Bolsa 324x229 Madjridj (dje Arapiles, 1).jpg","2019-10-26 11:55:49","2019-10-27 11:55:49"
425,107,1,"Hoja A4 Madjridj (dje la Laguna, 42).pdf","stationary/España/clinics/Madjridj (dje la Laguna, 42)/Hoja A4 Madjridj (dje la Laguna, 42).pdf","/storage/Hoja A4 Madjridj (dje la Laguna, 42).jpg","2019-10-27 11:55:49","2019-10-28 11:55:49"
426,107,2,"Recetario Madjridj (dje la Laguna, 42).pdf","stationary/España/clinics/Madjridj (dje la Laguna, 42)/Recetario Madjridj (dje la Laguna, 42).pdf","/storage/Recetario Madjridj (dje la Laguna, 42).jpg","2019-10-28 11:55:49","2019-10-29 11:55:49"
427,107,3,"Sobre Americano 225x115 Madjridj (dje la Laguna, 42).pdf","stationary/España/clinics/Madjridj (dje la Laguna, 42)/Sobre Americano 225x115 Madjridj (dje la Laguna, 42).pdf","/storage/Sobre Americano 225x115 Madjridj (dje la Laguna, 42).jpg","2019-10-29 11:55:49","2019-10-30 11:55:49"
428,107,4,"Sobre Bolsa 324x229 Madjridj (dje la Laguna, 42).pdf","stationary/España/clinics/Madjridj (dje la Laguna, 42)/Sobre Bolsa 324x229 Madjridj (dje la Laguna, 42).pdf","/storage/Sobre Bolsa 324x229 Madjridj (dje la Laguna, 42).jpg","2019-10-30 11:55:49","2019-10-31 11:55:49"
429,108,1,"Hoja A4 Madjridj (Ginzo dje Limia, 39).pdf","stationary/España/clinics/Madjridj (Ginzo dje Limia, 39)/Hoja A4 Madjridj (Ginzo dje Limia, 39).pdf","/storage/Hoja A4 Madjridj (Ginzo dje Limia, 39).jpg","2019-10-31 11:55:49","2019-11-01 11:55:49"
430,108,2,"Recetario Madjridj (Ginzo dje Limia, 39).pdf","stationary/España/clinics/Madjridj (Ginzo dje Limia, 39)/Recetario Madjridj (Ginzo dje Limia, 39).pdf","/storage/Recetario Madjridj (Ginzo dje Limia, 39).jpg","2019-11-01 11:55:49","2019-11-02 11:55:49"
431,108,3,"Sobre Americano 225x115 Madjridj (Ginzo dje Limia, 39).pdf","stationary/España/clinics/Madjridj (Ginzo dje Limia, 39)/Sobre Americano 225x115 Madjridj (Ginzo dje Limia, 39).pdf","/storage/Sobre Americano 225x115 Madjridj (Ginzo dje Limia, 39).jpg","2019-11-02 11:55:49","2019-11-03 11:55:49"
432,108,4,"Sobre Bolsa 324x229 Madjridj (Ginzo dje Limia, 39).pdf","stationary/España/clinics/Madjridj (Ginzo dje Limia, 39)/Sobre Bolsa 324x229 Madjridj (Ginzo dje Limia, 39).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Ginzo dje Limia, 39).jpg","2019-11-03 11:55:49","2019-11-04 11:55:49"
433,109,1,"Hoja A4 Madjridj (Goya, 58).pdf","stationary/España/clinics/Madjridj (Goya, 58)/Hoja A4 Madjridj (Goya, 58).pdf","/storage/Hoja A4 Madjridj (Goya, 58).jpg","2019-11-04 11:55:49","2019-11-05 11:55:49"
434,109,2,"Recetario Madjridj (Goya, 58).pdf","stationary/España/clinics/Madjridj (Goya, 58)/Recetario Madjridj (Goya, 58).pdf","/storage/Recetario Madjridj (Goya, 58).jpg","2019-11-05 11:55:49","2019-11-06 11:55:49"
435,109,3,"Sobre Americano 225x115 Madjridj (Goya, 58).pdf","stationary/España/clinics/Madjridj (Goya, 58)/Sobre Americano 225x115 Madjridj (Goya, 58).pdf","/storage/Sobre Americano 225x115 Madjridj (Goya, 58).jpg","2019-11-06 11:55:49","2019-11-07 11:55:49"
436,109,4,"Sobre Bolsa 324x229 Madjridj (Goya, 58).pdf","stationary/España/clinics/Madjridj (Goya, 58)/Sobre Bolsa 324x229 Madjridj (Goya, 58).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Goya, 58).jpg","2019-11-07 11:55:49","2019-11-08 11:55:49"
437,110,1,"Hoja A4 Madjridj (Gran Via, 46).pdf","stationary/España/clinics/Madjridj (Gran Via, 46)/Hoja A4 Madjridj (Gran Via, 46).pdf","/storage/Hoja A4 Madjridj (Gran Via, 46).jpg","2019-11-08 11:55:49","2019-11-09 11:55:49"
438,110,2,"Recetario Madjridj (Gran Via, 46).pdf","stationary/España/clinics/Madjridj (Gran Via, 46)/Recetario Madjridj (Gran Via, 46).pdf","/storage/Recetario Madjridj (Gran Via, 46).jpg","2019-11-09 11:55:49","2019-11-10 11:55:49"
439,110,3,"Sobre Americano 225x115 Madjridj (Gran Via, 46).pdf","stationary/España/clinics/Madjridj (Gran Via, 46)/Sobre Americano 225x115 Madjridj (Gran Via, 46).pdf","/storage/Sobre Americano 225x115 Madjridj (Gran Via, 46).jpg","2019-11-10 11:55:49","2019-11-11 11:55:49"
440,110,4,"Sobre Bolsa 324x229 Madjridj (Gran Via, 46).pdf","stationary/España/clinics/Madjridj (Gran Via, 46)/Sobre Bolsa 324x229 Madjridj (Gran Via, 46).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Gran Via, 46).jpg","2019-11-11 11:55:49","2019-11-12 11:55:49"
441,111,1,"Hoja A4 Madjridj (Lopez dje Hoyos, 132).pdf","stationary/España/clinics/Madjridj (Lopez dje Hoyos, 132)/Hoja A4 Madjridj (Lopez dje Hoyos, 132).pdf","/storage/Hoja A4 Madjridj (Lopez dje Hoyos, 132).jpg","2019-11-12 11:55:49","2019-11-13 11:55:49"
442,111,2,"Recetario Madjridj (Lopez dje Hoyos, 132).pdf","stationary/España/clinics/Madjridj (Lopez dje Hoyos, 132)/Recetario Madjridj (Lopez dje Hoyos, 132).pdf","/storage/Recetario Madjridj (Lopez dje Hoyos, 132).jpg","2019-11-13 11:55:49","2019-11-14 11:55:49"
443,111,3,"Sobre Americano 225x115 Madjridj (Lopez dje Hoyos, 132).pdf","stationary/España/clinics/Madjridj (Lopez dje Hoyos, 132)/Sobre Americano 225x115 Madjridj (Lopez dje Hoyos, 132).pdf","/storage/Sobre Americano 225x115 Madjridj (Lopez dje Hoyos, 132).jpg","2019-11-14 11:55:49","2019-11-15 11:55:49"
444,111,4,"Sobre Bolsa 324x229 Madjridj (Lopez dje Hoyos, 132).pdf","stationary/España/clinics/Madjridj (Lopez dje Hoyos, 132)/Sobre Bolsa 324x229 Madjridj (Lopez dje Hoyos, 132).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Lopez dje Hoyos, 132).jpg","2019-11-15 11:55:49","2019-11-16 11:55:49"
445,112,1,"Hoja A4 Madjridj (Marcelo Usera, 134).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 134)/Hoja A4 Madjridj (Marcelo Usera, 134).pdf","/storage/Hoja A4 Madjridj (Marcelo Usera, 134).jpg","2019-11-16 11:55:49","2019-11-17 11:55:49"
446,112,2,"Recetario Madjridj (Marcelo Usera, 134).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 134)/Recetario Madjridj (Marcelo Usera, 134).pdf","/storage/Recetario Madjridj (Marcelo Usera, 134).jpg","2019-11-17 11:55:49","2019-11-18 11:55:49"
447,112,3,"Sobre Americano 225x115 Madjridj (Marcelo Usera, 134).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 134)/Sobre Americano 225x115 Madjridj (Marcelo Usera, 134).pdf","/storage/Sobre Americano 225x115 Madjridj (Marcelo Usera, 134).jpg","2019-11-18 11:55:49","2019-11-19 11:55:49"
448,112,4,"Sobre Bolsa 324x229 Madjridj (Marcelo Usera, 134).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 134)/Sobre Bolsa 324x229 Madjridj (Marcelo Usera, 134).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Marcelo Usera, 134).jpg","2019-11-19 11:55:49","2019-11-20 11:55:49"
449,113,1,"Hoja A4 Madjridj (Marcelo Usera, 139).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 139)/Hoja A4 Madjridj (Marcelo Usera, 139).pdf","/storage/Hoja A4 Madjridj (Marcelo Usera, 139).jpg","2019-11-20 11:55:49","2019-11-21 11:55:49"
450,113,2,"Recetario Madjridj (Marcelo Usera, 139).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 139)/Recetario Madjridj (Marcelo Usera, 139).pdf","/storage/Recetario Madjridj (Marcelo Usera, 139).jpg","2019-11-21 11:55:49","2019-11-22 11:55:49"
451,113,3,"Sobre Americano 225x115 Madjridj (Marcelo Usera, 139).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 139)/Sobre Americano 225x115 Madjridj (Marcelo Usera, 139).pdf","/storage/Sobre Americano 225x115 Madjridj (Marcelo Usera, 139).jpg","2019-11-22 11:55:49","2019-11-23 11:55:49"
452,113,4,"Sobre Bolsa 324x229 Madjridj (Marcelo Usera, 139).pdf","stationary/España/clinics/Madjridj (Marcelo Usera, 139)/Sobre Bolsa 324x229 Madjridj (Marcelo Usera, 139).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Marcelo Usera, 139).jpg","2019-11-23 11:55:49","2019-11-24 11:55:49"
453,114,1,"Hoja A4 Madjridj (P.º dje las Delicias, 44).pdf","stationary/España/clinics/Madjridj (P.º dje las Delicias, 44)/Hoja A4 Madjridj (P.º dje las Delicias, 44).pdf","/storage/Hoja A4 Madjridj (P.º dje las Delicias, 44).jpg","2019-11-24 11:55:49","2019-11-25 11:55:49"
454,114,2,"Recetario Madjridj (P.º dje las Delicias, 44).pdf","stationary/España/clinics/Madjridj (P.º dje las Delicias, 44)/Recetario Madjridj (P.º dje las Delicias, 44).pdf","/storage/Recetario Madjridj (P.º dje las Delicias, 44).jpg","2019-11-25 11:55:49","2019-11-26 11:55:49"
455,114,3,"Sobre Americano 225x115 Madjridj (P.º dje las Delicias, 44).pdf","stationary/España/clinics/Madjridj (P.º dje las Delicias, 44)/Sobre Americano 225x115 Madjridj (P.º dje las Delicias, 44).pdf","/storage/Sobre Americano 225x115 Madjridj (P.º dje las Delicias, 44).jpg","2019-11-26 11:55:49","2019-11-27 11:55:49"
456,114,4,"Sobre Bolsa 324x229 Madjridj (P.º dje las Delicias, 44).pdf","stationary/España/clinics/Madjridj (P.º dje las Delicias, 44)/Sobre Bolsa 324x229 Madjridj (P.º dje las Delicias, 44).pdf","/storage/Sobre Bolsa 324x229 Madjridj (P.º dje las Delicias, 44).jpg","2019-11-27 11:55:49","2019-11-28 11:55:49"
457,115,1,"Hoja A4 Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","stationary/España/clinics/Madjridj (P.º Fedjerico Garcia Lorca, 3)/Hoja A4 Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","/storage/Hoja A4 Madjridj (P.º Fedjerico Garcia Lorca, 3).jpg","2019-11-28 11:55:49","2019-11-29 11:55:49"
458,115,2,"Recetario Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","stationary/España/clinics/Madjridj (P.º Fedjerico Garcia Lorca, 3)/Recetario Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","/storage/Recetario Madjridj (P.º Fedjerico Garcia Lorca, 3).jpg","2019-11-29 11:55:49","2019-11-30 11:55:49"
459,115,3,"Sobre Americano 225x115 Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","stationary/España/clinics/Madjridj (P.º Fedjerico Garcia Lorca, 3)/Sobre Americano 225x115 Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","/storage/Sobre Americano 225x115 Madjridj (P.º Fedjerico Garcia Lorca, 3).jpg","2019-11-30 11:55:49","2019-12-01 11:55:49"
460,115,4,"Sobre Bolsa 324x229 Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","stationary/España/clinics/Madjridj (P.º Fedjerico Garcia Lorca, 3)/Sobre Bolsa 324x229 Madjridj (P.º Fedjerico Garcia Lorca, 3).pdf","/storage/Sobre Bolsa 324x229 Madjridj (P.º Fedjerico Garcia Lorca, 3).jpg","2019-12-01 11:55:49","2019-12-02 11:55:49"
461,116,1,"Hoja A4 Madjridj (Palos dje la Frontera, 42).pdf","stationary/España/clinics/Madjridj (Palos dje la Frontera, 42)/Hoja A4 Madjridj (Palos dje la Frontera, 42).pdf","/storage/Hoja A4 Madjridj (Palos dje la Frontera, 42).jpg","2019-12-02 11:55:49","2019-12-03 11:55:49"
462,116,2,"Recetario Madjridj (Palos dje la Frontera, 42).pdf","stationary/España/clinics/Madjridj (Palos dje la Frontera, 42)/Recetario Madjridj (Palos dje la Frontera, 42).pdf","/storage/Recetario Madjridj (Palos dje la Frontera, 42).jpg","2019-12-03 11:55:49","2019-12-04 11:55:49"
463,116,3,"Sobre Americano 225x115 Madjridj (Palos dje la Frontera, 42).pdf","stationary/España/clinics/Madjridj (Palos dje la Frontera, 42)/Sobre Americano 225x115 Madjridj (Palos dje la Frontera, 42).pdf","/storage/Sobre Americano 225x115 Madjridj (Palos dje la Frontera, 42).jpg","2019-12-04 11:55:49","2019-12-05 11:55:49"
464,116,4,"Sobre Bolsa 324x229 Madjridj (Palos dje la Frontera, 42).pdf","stationary/España/clinics/Madjridj (Palos dje la Frontera, 42)/Sobre Bolsa 324x229 Madjridj (Palos dje la Frontera, 42).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Palos dje la Frontera, 42).jpg","2019-12-05 11:55:49","2019-12-06 11:55:49"
465,117,1,"Hoja A4 Madjridj (Ribera djel Loira, 56-58).pdf","stationary/España/clinics/Madjridj (Ribera djel Loira, 56-58)/Hoja A4 Madjridj (Ribera djel Loira, 56-58).pdf","/storage/Hoja A4 Madjridj (Ribera djel Loira, 56-58).jpg","2019-12-06 11:55:49","2019-12-07 11:55:49"
466,117,2,"Recetario Madjridj (Ribera djel Loira, 56-58).pdf","stationary/España/clinics/Madjridj (Ribera djel Loira, 56-58)/Recetario Madjridj (Ribera djel Loira, 56-58).pdf","/storage/Recetario Madjridj (Ribera djel Loira, 56-58).jpg","2019-12-07 11:55:49","2019-12-08 11:55:49"
467,117,3,"Sobre Americano 225x115 Madjridj (Ribera djel Loira, 56-58).pdf","stationary/España/clinics/Madjridj (Ribera djel Loira, 56-58)/Sobre Americano 225x115 Madjridj (Ribera djel Loira, 56-58).pdf","/storage/Sobre Americano 225x115 Madjridj (Ribera djel Loira, 56-58).jpg","2019-12-08 11:55:49","2019-12-09 11:55:49"
468,117,4,"Sobre Bolsa 324x229 Madjridj (Ribera djel Loira, 56-58).pdf","stationary/España/clinics/Madjridj (Ribera djel Loira, 56-58)/Sobre Bolsa 324x229 Madjridj (Ribera djel Loira, 56-58).pdf","/storage/Sobre Bolsa 324x229 Madjridj (Ribera djel Loira, 56-58).jpg","2019-12-09 11:55:49","2019-12-10 11:55:49"
469,118,1,"Hoja A4 Mahon (dje Ses Moreres, 48).pdf","stationary/España/clinics/Mahon (dje Ses Moreres, 48)/Hoja A4 Mahon (dje Ses Moreres, 48).pdf","/storage/Hoja A4 Mahon (dje Ses Moreres, 48).jpg","2019-12-10 11:55:49","2019-12-11 11:55:49"
470,118,2,"Recetario Mahon (dje Ses Moreres, 48).pdf","stationary/España/clinics/Mahon (dje Ses Moreres, 48)/Recetario Mahon (dje Ses Moreres, 48).pdf","/storage/Recetario Mahon (dje Ses Moreres, 48).jpg","2019-12-11 11:55:49","2019-12-12 11:55:49"
471,118,3,"Sobre Americano 225x115 Mahon (dje Ses Moreres, 48).pdf","stationary/España/clinics/Mahon (dje Ses Moreres, 48)/Sobre Americano 225x115 Mahon (dje Ses Moreres, 48).pdf","/storage/Sobre Americano 225x115 Mahon (dje Ses Moreres, 48).jpg","2019-12-12 11:55:49","2019-12-13 11:55:49"
472,118,4,"Sobre Bolsa 324x229 Mahon (dje Ses Moreres, 48).pdf","stationary/España/clinics/Mahon (dje Ses Moreres, 48)/Sobre Bolsa 324x229 Mahon (dje Ses Moreres, 48).pdf","/storage/Sobre Bolsa 324x229 Mahon (dje Ses Moreres, 48).jpg","2019-12-13 11:55:49","2019-12-14 11:55:49"
473,119,1,"Hoja A4 Majadjahondja (Pl. Cristobal Colon, 11).pdf","stationary/España/clinics/Majadjahondja (Pl. Cristobal Colon, 11)/Hoja A4 Majadjahondja (Pl. Cristobal Colon, 11).pdf","/storage/Hoja A4 Majadjahondja (Pl. Cristobal Colon, 11).jpg","2019-12-14 11:55:49","2019-12-15 11:55:49"
474,119,2,"Recetario Majadjahondja (Pl. Cristobal Colon, 11).pdf","stationary/España/clinics/Majadjahondja (Pl. Cristobal Colon, 11)/Recetario Majadjahondja (Pl. Cristobal Colon, 11).pdf","/storage/Recetario Majadjahondja (Pl. Cristobal Colon, 11).jpg","2019-12-15 11:55:49","2019-12-16 11:55:49"
