id,number,type,description,main,phoneable_id,phoneable_type,created_at,updated_at
440,944 34 78 43,Oficina,Real Phone from Meta 4,0,223,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
441,944 34 99 28,Virtual,Virtual Phone from Meta 4,0,223,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
442,91 096 00 60,Oficina,Real Phone from Meta 4,0,224,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
443,91 141 16 52,Virtual,Virtual Phone from Meta 4,0,224,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
447,93 018 12 19,Oficina,,0,225,App\Clinic,2019-03-29 11:43:35,2019-03-29 11:43:35
448,93 176 96 19,Virtual,,0,225,App\Clinic,2019-03-29 11:43:48,2019-03-29 11:43:48
449,964 786 977,Comercial,Teléfono Real,0,226,App\Clinic,2019-06-11 16:01:14,2019-06-11 16:01:14
450,964 784 026,Virtual,Buzoneo,0,226,App\Clinic,2019-06-11 16:01:36,2019-06-11 16:01:36
451,930 18 19 76,Comercial,Real,0,227,App\Clinic,2019-06-11 16:03:21,2019-06-11 16:03:21
452,931 76 96 18,Virtual,Buzoneo,0,227,App\Clinic,2019-06-11 16:03:35,2019-06-11 16:03:35
453,924 910 556,Oficina,Real,0,228,App\Clinic,2019-07-09 9:17:31,2019-07-09 9:17:31
454,924 980 683,Virtual,Buzoneo,0,228,App\Clinic,2019-07-09 9:17:44,2019-07-09 9:17:44
455,872 506 389,Oficina,Real,0,229,App\Clinic,2019-07-12 13:16:42,2019-07-12 13:16:42
456,972 987 545,Virtual,Buzoneo,0,229,App\Clinic,2019-07-12 13:16:50,2019-07-12 13:16:50
457,854 553 360,Oficina,Real,0,230,App\Clinic,2019-07-12 13:18:12,2019-07-12 13:18:12
458,955 328 210,Virtual,Buzoneo,0,230,App\Clinic,2019-07-12 13:18:21,2019-07-12 13:18:21
459,854 553 105,Oficina,Real,0,231,App\Clinic,2019-07-12 13:19:41,2019-07-12 13:19:41
460,955 328 211,Virtual,Buzoneo,0,231,App\Clinic,2019-07-12 13:19:54,2019-07-12 13:19:54
461,947 648 471,Oficina,Real,0,232,App\Clinic,2019-07-12 13:20:59,2019-07-12 13:20:59
462,947 651 039,Virtual,Buzoneo,0,232,App\Clinic,2019-07-12 13:21:09,2019-07-12 13:21:09
463,91 080 37 00,Virtual,Buzoneo,0,233,App\Clinic,2019-08-21 14:34:00,2019-08-21 14:34:00
464,91 070 06 80,Oficina,Real,0,233,App\Clinic,2019-08-21 14:34:11,2019-08-21 14:34:11
465,961 129 535,Virtual,Buzoneo,0,234,App\Clinic,2019-08-21 14:35:58,2019-08-21 14:35:58
466,984 244 481,Virtual,Buzoneo,0,235,App\Clinic,2019-08-21 14:37:30,2019-08-21 14:37:30
467,984 207 703,Oficina,Real,0,235,App\Clinic,2019-08-21 14:37:41,2019-08-21 14:37:41
468,960 178 632,Oficina,Real,0,234,App\Clinic,2019-08-26 9:37:48,2019-08-26 9:37:48
