id,"code","description",clinic_id,county_id,state_id,country_id,campaign_id,sanitizable_id,"sanitizable_type","created_at","updated_at"
592,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,6,4,"App\PosterModel","2019-06-19 16:04:08","2019-06-19 16:04:08"
593,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,6,5,"App\PosterModel","2019-06-19 16:04:10","2019-06-19 16:04:10"
594,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,6,1,"App\PosterModel","2019-06-19 16:04:25","2019-06-19 16:04:25"
595,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,6,2,"App\PosterModel","2019-06-19 16:04:26","2019-06-19 16:04:26"
596,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,6,3,"App\PosterModel","2019-06-19 16:04:27","2019-06-19 16:04:27"
597,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,6,4,"App\PosterModel","2019-06-19 16:04:28","2019-06-19 16:04:28"
598,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,6,5,"App\PosterModel","2019-06-19 16:04:29","2019-06-19 16:04:29"
599,"118/15. Nieves Albizu Rodríguez, Licenciada en Odontología. C/ Sabino Arana, 6. Santurce. Bizkaia. Tel. 944 349 740.",,167,,,,6,1,"App\PosterModel","2019-06-19 16:04:45","2019-06-19 16:04:45"
600,"118/15. Nieves Albizu Rodríguez, Licenciada en Odontología. C/ Sabino Arana, 6. Santurce. Bizkaia. Tel. 944 349 740.",,167,,,,6,2,"App\PosterModel","2019-06-19 16:04:47","2019-06-19 16:04:47"
601,"118/15. Nieves Albizu Rodríguez, Licenciada en Odontología. C/ Sabino Arana, 6. Santurce. Bizkaia. Tel. 944 349 740.",,167,,,,6,3,"App\PosterModel","2019-06-19 16:04:48","2019-06-19 16:04:48"
602,"118/15. Nieves Albizu Rodríguez, Licenciada en Odontología. C/ Sabino Arana, 6. Santurce. Bizkaia. Tel. 944 349 740.",,167,,,,6,4,"App\PosterModel","2019-06-19 16:04:49","2019-06-19 16:04:49"
603,"118/15. Nieves Albizu Rodríguez, Licenciada en Odontología. C/ Sabino Arana, 6. Santurce. Bizkaia. Tel. 944 349 740.",,167,,,,6,5,"App\PosterModel","2019-06-19 16:04:50","2019-06-19 16:04:50"
604,"118/15. Paula Gonzalez Rojo, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,6,1,"App\PosterModel","2019-06-19 16:51:04","2019-06-19 16:51:04"
605,"118/15. Paula Gonzalez Rojo, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,6,2,"App\PosterModel","2019-06-19 16:51:05","2019-06-19 16:51:05"
606,"118/15. Paula Gonzalez Rojo, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,6,3,"App\PosterModel","2019-06-19 16:51:06","2019-06-19 16:51:06"
607,"118/15. Paula Gonzalez Rojo, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,6,4,"App\PosterModel","2019-06-19 16:51:07","2019-06-19 16:51:07"
608,"118/15. Paula Gonzalez Rojo, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,6,5,"App\PosterModel","2019-06-19 16:51:11","2019-06-19 16:51:11"
609,"118/15. Vanesa Gómez Garci, Licenciada en Odontología. Juan Bautista Uriarte Kalea, 18. Galdakao. Bizkaia. Tel. 945 569 409.",,62,,,,6,1,"App\PosterModel","2019-06-19 16:51:25","2019-06-19 16:51:25"
610,"118/15. Vanesa Gómez Garci, Licenciada en Odontología. Juan Bautista Uriarte Kalea, 18. Galdakao. Bizkaia. Tel. 945 569 409.",,62,,,,6,2,"App\PosterModel","2019-06-19 16:51:27","2019-06-19 16:51:27"
611,"118/15. Vanesa Gómez Garci, Licenciada en Odontología. Juan Bautista Uriarte Kalea, 18. Galdakao. Bizkaia. Tel. 945 569 409.",,62,,,,6,3,"App\PosterModel","2019-06-19 16:51:30","2019-06-19 16:51:30"
612,"118/15. Vanesa Gómez Garci, Licenciada en Odontología. Juan Bautista Uriarte Kalea, 18. Galdakao. Bizkaia. Tel. 945 569 409.",,62,,,,6,4,"App\PosterModel","2019-06-19 16:51:32","2019-06-19 16:51:32"
613,"118/15. Vanesa Gómez Garci, Licenciada en Odontología. Juan Bautista Uriarte Kalea, 18. Galdakao. Bizkaia. Tel. 945 569 409.",,62,,,,6,5,"App\PosterModel","2019-06-19 16:51:33","2019-06-19 16:51:33"
614,"4000276/RMu. Daniel Sánchez Zapata, nº de colegiado: 30001157.",,129,,,,6,1,"App\PosterModel","2019-06-19 16:51:45","2019-06-19 16:51:45"
615,"4000276/RMu. Daniel Sánchez Zapata, nº de colegiado: 30001157.",,129,,,,6,2,"App\PosterModel","2019-06-19 16:51:46","2019-06-19 16:51:46"
616,"4000276/RMu. Daniel Sánchez Zapata, nº de colegiado: 30001157.",,129,,,,6,3,"App\PosterModel","2019-06-19 16:51:47","2019-06-19 16:51:47"
617,"4000276/RMu. Daniel Sánchez Zapata, nº de colegiado: 30001157.",,129,,,,6,4,"App\PosterModel","2019-06-19 16:51:49","2019-06-19 16:51:49"
618,"4000276/RMu. Daniel Sánchez Zapata, nº de colegiado: 30001157.",,129,,,,6,5,"App\PosterModel","2019-06-19 16:51:50","2019-06-19 16:51:50"
619,"4000277/RMu. Javier Hernández Hernández, nº de colegiado: 30001284.",,37,,,,6,1,"App\PosterModel","2019-06-19 16:52:03","2019-06-19 16:52:03"
620,"4000277/RMu. Javier Hernández Hernández, nº de colegiado: 30001284.",,37,,,,6,2,"App\PosterModel","2019-06-19 16:52:04","2019-06-19 16:52:04"
621,"4000277/RMu. Javier Hernández Hernández, nº de colegiado: 30001284.",,37,,,,6,3,"App\PosterModel","2019-06-19 16:52:05","2019-06-19 16:52:05"
622,"4000277/RMu. Javier Hernández Hernández, nº de colegiado: 30001284.",,37,,,,6,4,"App\PosterModel","2019-06-19 16:52:06","2019-06-19 16:52:06"
623,"4000277/RMu. Javier Hernández Hernández, nº de colegiado: 30001284.",,37,,,,6,5,"App\PosterModel","2019-06-19 16:52:07","2019-06-19 16:52:07"
624,"4000325/RMu. Javier Hernández López, nº de colegiado: 11001929.",,5,,,,6,1,"App\PosterModel","2019-06-19 16:52:21","2019-06-19 16:52:21"
625,"4000325/RMu. Javier Hernández López, nº de colegiado: 11001929.",,5,,,,6,2,"App\PosterModel","2019-06-19 16:52:22","2019-06-19 16:52:22"
626,"4000325/RMu. Javier Hernández López, nº de colegiado: 11001929.",,5,,,,6,3,"App\PosterModel","2019-06-19 16:52:24","2019-06-19 16:52:24"
627,"4000325/RMu. Javier Hernández López, nº de colegiado: 11001929.",,5,,,,6,4,"App\PosterModel","2019-06-19 16:52:25","2019-06-19 16:52:25"
628,"4000325/RMu. Javier Hernández López, nº de colegiado: 11001929.",,5,,,,6,5,"App\PosterModel","2019-06-19 16:52:27","2019-06-19 16:52:27"
629,"4000365/RMu. Miguel Sienra Gutiérrez. Nº Colegiado 46004337.",,95,,,,6,1,"App\PosterModel","2019-06-19 16:52:42","2019-06-19 16:52:42"
630,"4000365/RMu. Miguel Sienra Gutiérrez. Nº Colegiado 46004337.",,95,,,,6,2,"App\PosterModel","2019-06-19 16:52:44","2019-06-19 16:52:44"
631,"4000365/RMu. Miguel Sienra Gutiérrez. Nº Colegiado 46004337.",,95,,,,6,3,"App\PosterModel","2019-06-19 16:52:46","2019-06-19 16:52:46"
632,"4000365/RMu. Miguel Sienra Gutiérrez. Nº Colegiado 46004337.",,95,,,,6,4,"App\PosterModel","2019-06-19 16:52:48","2019-06-19 16:52:48"
633,"4000365/RMu. Miguel Sienra Gutiérrez. Nº Colegiado 46004337.",,95,,,,6,5,"App\PosterModel","2019-06-19 16:52:49","2019-06-19 16:52:49"
634,"C.2.5.1/4132/3.",,69,,,,6,1,"App\PosterModel","2019-06-19 16:53:00","2019-06-19 16:53:00"
635,"C.2.5.1/4132/3.",,69,,,,6,2,"App\PosterModel","2019-06-19 16:53:01","2019-06-19 16:53:01"
636,"C.2.5.1/4132/3.",,69,,,,6,3,"App\PosterModel","2019-06-19 16:53:02","2019-06-19 16:53:02"
637,"C.2.5.1/4132/3.",,69,,,,6,4,"App\PosterModel","2019-06-19 16:53:04","2019-06-19 16:53:04"
638,"C.2.5.1/4132/3.",,69,,,,6,5,"App\PosterModel","2019-06-19 16:53:05","2019-06-19 16:53:05"
639,"C.2.5.1/4195/1.",,137,,,,6,1,"App\PosterModel","2019-06-19 16:53:17","2019-06-19 16:53:17"
640,"C.2.5.1/4195/1.",,137,,,,6,2,"App\PosterModel","2019-06-19 16:53:19","2019-06-19 16:53:19"
641,"C.2.5.1/4195/1.",,137,,,,6,3,"App\PosterModel","2019-06-19 16:53:20","2019-06-19 16:53:20"
642,"C.2.5.1/4195/1.",,137,,,,6,4,"App\PosterModel","2019-06-19 16:53:21","2019-06-19 16:53:21"
643,"C.2.5.1/4195/1.",,137,,,,6,5,"App\PosterModel","2019-06-19 16:53:23","2019-06-19 16:53:23"
644,"CPS-2831C/10-16-NA",,186,,,,6,1,"App\PosterModel","2019-06-19 16:53:33","2019-06-19 16:53:33"
645,"CPS-2831C/10-16-NA",,186,,,,6,2,"App\PosterModel","2019-06-19 16:53:34","2019-06-19 16:53:34"
646,"CPS-2831C/10-16-NA",,186,,,,6,3,"App\PosterModel","2019-06-19 16:53:36","2019-06-19 16:53:36"
647,"CPS-2831C/10-16-NA",,186,,,,6,4,"App\PosterModel","2019-06-19 16:53:37","2019-06-19 16:53:37"
648,"CPS-2831C/10-16-NA",,186,,,,6,5,"App\PosterModel","2019-06-19 16:53:39","2019-06-19 16:53:39"
649,"CPS-2833C/10-16-NA",,141,,,,6,1,"App\PosterModel","2019-06-19 16:53:49","2019-06-19 16:53:49"
650,"CPS-2833C/10-16-NA",,141,,,,6,2,"App\PosterModel","2019-06-19 16:53:50","2019-06-19 16:53:50"
651,"CPS-2833C/10-16-NA",,141,,,,6,3,"App\PosterModel","2019-06-19 16:53:51","2019-06-19 16:53:51"
652,"CPS-2833C/10-16-NA",,141,,,,6,4,"App\PosterModel","2019-06-19 16:53:52","2019-06-19 16:53:52"
653,"CPS-2833C/10-16-NA",,141,,,,6,5,"App\PosterModel","2019-06-19 16:53:54","2019-06-19 16:53:54"
654,"CPS-2833C/10-16-NA",,142,,,,6,1,"App\PosterModel","2019-06-19 16:54:07","2019-06-19 16:54:07"
655,"CPS-2833C/10-16-NA",,142,,,,6,2,"App\PosterModel","2019-06-19 16:54:08","2019-06-19 16:54:08"
656,"CPS-2833C/10-16-NA",,142,,,,6,3,"App\PosterModel","2019-06-19 16:54:09","2019-06-19 16:54:09"
657,"CPS-2833C/10-16-NA",,142,,,,6,4,"App\PosterModel","2019-06-19 16:54:10","2019-06-19 16:54:10"
658,"CPS-2833C/10-16-NA",,142,,,,6,5,"App\PosterModel","2019-06-19 16:54:12","2019-06-19 16:54:12"
659,"RAPS 50/162/15.",,,,2,,6,1,"App\PosterModel","2019-06-19 16:54:27","2019-06-19 16:54:27"
660,"RAPS 50/162/15.",,,,2,,6,2,"App\PosterModel","2019-06-19 16:54:28","2019-06-19 16:54:28"
661,"RAPS 50/162/15.",,,,2,,6,3,"App\PosterModel","2019-06-19 16:54:29","2019-06-19 16:54:29"
662,"RAPS 50/162/15.",,,,2,,6,4,"App\PosterModel","2019-06-19 16:54:31","2019-06-19 16:54:31"
663,"RAPS 50/162/15.",,,,2,,6,5,"App\PosterModel","2019-06-19 16:54:32","2019-06-19 16:54:32"
664,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,5,1,"App\PosterModel","2019-06-19 17:40:39","2019-06-19 17:40:39"
665,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,5,2,"App\PosterModel","2019-06-19 17:40:41","2019-06-19 17:40:41"
666,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,5,3,"App\PosterModel","2019-06-19 17:40:43","2019-06-19 17:40:43"
667,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,5,4,"App\PosterModel","2019-06-19 17:40:45","2019-06-19 17:40:45"
668,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,5,5,"App\PosterModel","2019-06-19 17:40:46","2019-06-19 17:40:46"
669,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,5,1,"App\PosterModel","2019-06-19 17:40:59","2019-06-19 17:40:59"
670,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,5,2,"App\PosterModel","2019-06-19 17:41:01","2019-06-19 17:41:01"
671,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,5,3,"App\PosterModel","2019-06-19 17:41:02","2019-06-19 17:41:02"
672,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,5,4,"App\PosterModel","2019-06-19 17:41:04","2019-06-19 17:41:04"
673,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,5,5,"App\PosterModel","2019-06-19 17:41:06","2019-06-19 17:41:06"
674,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,5,1,"App\PosterModel","2019-06-19 17:41:22","2019-06-19 17:41:22"
675,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,5,2,"App\PosterModel","2019-06-19 17:41:24","2019-06-19 17:41:24"
676,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,5,3,"App\PosterModel","2019-06-19 17:41:25","2019-06-19 17:41:25"
677,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,5,4,"App\PosterModel","2019-06-19 17:41:26","2019-06-19 17:41:26"
678,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,5,5,"App\PosterModel","2019-06-19 17:41:28","2019-06-19 17:41:28"
679,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,5,1,"App\PosterModel","2019-06-19 17:41:41","2019-06-19 17:41:41"
680,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,5,2,"App\PosterModel","2019-06-19 17:41:45","2019-06-19 17:41:45"
681,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,5,3,"App\PosterModel","2019-06-19 17:41:47","2019-06-19 17:41:47"
682,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,5,4,"App\PosterModel","2019-06-19 17:41:48","2019-06-19 17:41:48"
683,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,5,5,"App\PosterModel","2019-06-19 17:41:49","2019-06-19 17:41:49"
684,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,5,1,"App\PosterModel","2019-06-19 17:42:01","2019-06-19 17:42:01"
685,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,5,2,"App\PosterModel","2019-06-19 17:42:03","2019-06-19 17:42:03"
686,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,5,3,"App\PosterModel","2019-06-19 17:42:04","2019-06-19 17:42:04"
687,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,5,4,"App\PosterModel","2019-06-19 17:42:05","2019-06-19 17:42:05"
688,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,5,5,"App\PosterModel","2019-06-19 17:42:07","2019-06-19 17:42:07"
689,"118/15. Diego Alvero Roquer, Licenciado en Odontología. C/ Mayor, 21. Local. Getxo. Bizkaia. Tel. 94 480 87 21.",,68,,,,5,1,"App\PosterModel","2019-06-19 17:42:27","2019-06-19 17:42:27"
690,"118/15. Diego Alvero Roquer, Licenciado en Odontología. C/ Mayor, 21. Local. Getxo. Bizkaia. Tel. 94 480 87 21.",,68,,,,5,2,"App\PosterModel","2019-06-19 17:42:28","2019-06-19 17:42:28"
691,"118/15. Diego Alvero Roquer, Licenciado en Odontología. C/ Mayor, 21. Local. Getxo. Bizkaia. Tel. 94 480 87 21.",,68,,,,5,3,"App\PosterModel","2019-06-19 17:42:29","2019-06-19 17:42:29"
692,"118/15. Diego Alvero Roquer, Licenciado en Odontología. C/ Mayor, 21. Local. Getxo. Bizkaia. Tel. 94 480 87 21.",,68,,,,5,4,"App\PosterModel","2019-06-19 17:42:31","2019-06-19 17:42:31"
693,"118/15. Diego Alvero Roquer, Licenciado en Odontología. C/ Mayor, 21. Local. Getxo. Bizkaia. Tel. 94 480 87 21.",,68,,,,5,5,"App\PosterModel","2019-06-19 17:42:33","2019-06-19 17:42:33"
694,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,5,1,"App\PosterModel","2019-06-19 17:42:47","2019-06-19 17:42:47"
695,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,5,2,"App\PosterModel","2019-06-19 17:42:50","2019-06-19 17:42:50"
696,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,5,3,"App\PosterModel","2019-06-19 17:42:51","2019-06-19 17:42:51"
697,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,5,4,"App\PosterModel","2019-06-19 17:42:53","2019-06-19 17:42:53"
698,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,5,5,"App\PosterModel","2019-06-19 17:42:57","2019-06-19 17:42:57"
699,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,5,1,"App\PosterModel","2019-06-19 17:43:13","2019-06-19 17:43:13"
700,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,5,2,"App\PosterModel","2019-06-19 17:43:14","2019-06-19 17:43:14"
701,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,5,3,"App\PosterModel","2019-06-19 17:43:15","2019-06-19 17:43:15"
702,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,5,4,"App\PosterModel","2019-06-19 17:43:17","2019-06-19 17:43:17"
703,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,5,5,"App\PosterModel","2019-06-19 17:43:19","2019-06-19 17:43:19"
704,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,5,1,"App\PosterModel","2019-06-19 17:43:36","2019-06-19 17:43:36"
705,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,5,2,"App\PosterModel","2019-06-19 17:43:37","2019-06-19 17:43:37"
706,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,5,3,"App\PosterModel","2019-06-19 17:43:38","2019-06-19 17:43:38"
707,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,5,4,"App\PosterModel","2019-06-19 17:43:40","2019-06-19 17:43:40"
708,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,5,5,"App\PosterModel","2019-06-19 17:43:41","2019-06-19 17:43:41"
709,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,5,1,"App\PosterModel","2019-06-19 17:43:54","2019-06-19 17:43:54"
710,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,5,2,"App\PosterModel","2019-06-19 17:43:55","2019-06-19 17:43:55"
711,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,5,3,"App\PosterModel","2019-06-19 17:43:57","2019-06-19 17:43:57"
712,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,5,4,"App\PosterModel","2019-06-19 17:43:58","2019-06-19 17:43:58"
713,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,5,5,"App\PosterModel","2019-06-19 17:43:59","2019-06-19 17:43:59"
714,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,5,1,"App\PosterModel","2019-06-19 17:44:17","2019-06-19 17:44:17"
715,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,5,2,"App\PosterModel","2019-06-19 17:44:18","2019-06-19 17:44:18"
716,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,5,3,"App\PosterModel","2019-06-19 17:44:20","2019-06-19 17:44:20"
717,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,5,4,"App\PosterModel","2019-06-19 17:44:24","2019-06-19 17:44:24"
718,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,5,5,"App\PosterModel","2019-06-19 17:44:25","2019-06-19 17:44:25"
719,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,5,1,"App\PosterModel","2019-06-19 17:44:39","2019-06-19 17:44:39"
720,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,5,2,"App\PosterModel","2019-06-19 17:44:40","2019-06-19 17:44:40"
721,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,5,3,"App\PosterModel","2019-06-19 17:44:41","2019-06-19 17:44:41"
722,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,5,4,"App\PosterModel","2019-06-19 17:44:43","2019-06-19 17:44:43"
723,"118/15. Mº Pilar Aramendia Unzué, Licenciada en Odontología. C/ Aita Esteban Pernet, 2. Bilbao. Bizkaia. Tel. 94 694 81 52.",,31,,,,5,5,"App\PosterModel","2019-06-19 17:44:44","2019-06-19 17:44:44"
724,"118/15. Mónica Bocanegra Zaitegui, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,5,1,"App\PosterModel","2019-06-19 17:45:00","2019-06-19 17:45:00"
725,"118/15. Mónica Bocanegra Zaitegui, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,5,2,"App\PosterModel","2019-06-19 17:45:02","2019-06-19 17:45:02"
726,"118/15. Mónica Bocanegra Zaitegui, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,5,3,"App\PosterModel","2019-06-19 17:45:03","2019-06-19 17:45:03"
727,"118/15. Mónica Bocanegra Zaitegui, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,5,4,"App\PosterModel","2019-06-19 17:45:05","2019-06-19 17:45:05"
728,"118/15. Mónica Bocanegra Zaitegui, Licenciada en Odontología. C/ Mayor, 23. Local. Getxo. Bizkaia. Tel. 94 481 03 56.",,67,,,,5,5,"App\PosterModel","2019-06-19 17:45:06","2019-06-19 17:45:06"
729,"4000276/RMu. Carmen Calderón Fructuoso, nº de colegiado: 30001168.",,129,,,,5,1,"App\PosterModel","2019-06-19 17:45:19","2019-06-19 17:45:19"
